name,lat,long
"shirley, ny",40.8014876,-72.8676033
"Avon Park, FL",27.5958672,-81.5061862
1632.0,,
"Focşani, România",45.69647450000001,27.184043
Madrid,40.4167754,-3.7037902
"Toronto, ON",43.653226,-79.3831843
"Ghatkopar West, Mumbai",19.0908063,72.9076669
"Nebraska, USA",41.4925374,-99.9018131
Melbourne Aust.,-37.8136276,144.9630576
"Pittsburgh, PA 15227 USA",40.3760655,-79.96962769999999
"Omaha, NE",41.2565369,-95.9345034
Denim,36.1629705,-95.34150059999999
"Brunswick, MD",39.3142682,-77.6277679
bangladesh ,23.684994,90.356331
"Sofia, Bulgaria",42.6977082,23.3218675
1645.0,,
1646.0,,
"Tyler, Texas",32.3512601,-95.30106239999999
Western United States,37.09024,-95.712891
Westside USA   ,36.399811,-120.139519
Albury NSW,-36.0737293,146.9135418
"Port Stephens, Australia",-32.7684603,151.8409214
1652.0,,
Eastern WA state,47.57324699999999,-117.6958638
"Portoviejo, Ecuador",-1.054723,-80.4524903
"Derby, England",52.9225301,-1.4746186
JAPAN,36.204824,138.252924
The Northern Beaches,32.9761682,-117.269554
"Chennai,India",13.0826802,80.2707184
"Berlin, occasionally London",52.52000659999999,13.404954
"Wellington, NZ",-41.2864603,174.776236
AFRICA,-8.783195,34.508523
"Suzhou, China",31.298974,120.585289
"Ahmedabad, India",23.022505,72.5713621
"Vancouver, BC",49.2827291,-123.1207375
"Waterloo, Ontario",43.4642578,-80.5204096
"Bulli, Australia",-34.334167,150.913333
1667.0,,
"Oakville, Mississauga, Ontario",43.467517,-79.6876659
"Redfern, Australia",-33.89333999999999,151.20461
"Oakleigh, Melbourne",-37.9020702,145.0962067
"Littlehampton, England",50.811057,-0.5386609
"Binningup WA, Noongar land.",-33.149,115.689
"San Francisco, Ca",37.7749295,-122.4194155
Florida's Treasure Coast,27.2450938,-80.36453999999999
"victoria, australia",-37.4713077,144.7851531
Aotearoa New Zealand ,-40.900557,174.885971
"Western Melbourne, Australia",-37.808,144.927
NSW Australia,-31.2532183,146.921099
1679.0,,
Christchurch New Zealand,-43.5320544,172.6362254
1681.0,,
Saudi Arabia,23.885942,45.079162
1683.0,,
"PA,USA ~ NO UNINVITED DMs! ",41.2033216,-77.1945247
1685.0,,
China,35.86166,104.195397
"West End, Brisbane #4101",-27.4802,153.0122
"Canberra, A.C.T",-35.2809368,149.1300092
1689.0,,
"Bowling Green, KY",36.9685219,-86.4808043
1691.0,,
1692.0,,
Sydney & London,51.49126210000001,-0.1719361
1694.0,,
" Chicago, IL",41.8781136,-87.6297982
Southern hemisphere,33.742809,-118.0251828
"Melbourne, Canberra, Brisbane",-37.8136276,144.9630576
"Jharkhand, India",23.6101808,85.2799354
"Noble Park, Melbourne",-37.967,145.176
Orlando,28.5383355,-81.3792365
"Bathurst, New South Wales",-33.4192822,149.5775008
1702.0,,
"Washington, USA",47.7510741,-120.7401385
Aus,30.19747109999999,-97.66635289999999
"Angleterre, Royaume-Uni",52.3555177,-1.1743197
"St Kilda (Melbourne, Aust)",-37.864,144.982
Regional NSW,-30.5170251,151.6681651
1708.0,,
"Laredo, Texas",27.5035613,-99.5075519
"Washington, DC (mostly)",38.9071923,-77.0368707
Cleveland,41.49932,-81.6943605
Ghana,7.946527,-1.023194
Cape Town,-33.9248685,18.4240553
"Geelong, Victoria, Australia",-38.1499181,144.3617186
Ice Town,33.9083297,-117.4648084
Australia someplace,-37.8124334,144.9637872
1717.0,,
"Manukau, New Zealand",-36.9941017,174.87266
"Missoula, MT",46.8721284,-113.9940314
1720.0,,
Adelaide South Australia,-34.9284989,138.6007456
1722.0,,
1723.0,,
western australia,-27.6728168,121.6283098
"Recife, Brasil",-8.0522404,-34.9286096
1726.0,,
"Mornington Peninsula, Melbourn",-38.2854053,145.093449
Hadejia,12.4506045,10.040407
Dallas Texas,32.7766642,-96.79698789999999
united states,37.09024,-95.712891
In the lion's den! Texas!,32.0108163,-96.4338973
"All over (via ACT, Australia)",-35.4734679,149.0123679
"College Station, TX",30.627977,-96.3344068
Sydney & Mullumbimby,-33.8688197,151.2092955
"Windham, NH",42.8006441,-71.30422899999999
1736.0,,
1737.0,,
Adelaide / Melbourne,-34.9060004,138.6088932
Poo-town,31.7640211,78.5902143
International Date Line,45.3994287,-122.6198355
Washington D.C. area,39.0601742,-77.12324819999999
The R3sistance ,44.9508193,-93.0897925
Earth. ,37.2321077,-95.7243335
"Chain Valley Bay, NSW",-33.169,151.575
"Jefferson City, MO",38.57670170000001,-92.1735164
1746.0,,
"MERCERSBURG,PA",39.82786979999999,-77.9033314
"New York City, USA",40.7127753,-74.0059728
1749.0,,
nfb,42.69967399999999,-83.071838
Long Island,40.789142,-73.13496099999999
"Griffith Law, Brisbane",-27.4671957,153.0278713
 Pa.,41.2033216,-77.1945247
1754.0,,
"Queens, NY",40.7282239,-73.7948516
1756.0,,
Cambodia,12.565679,104.990963
1758.0,,
1759.0,,
1760.0,,
Land of Oz,36.1946784,-81.87799509999999
1762.0,,
"Jind, Haryana ",29.325508,76.29979089999999
1764.0,,
Sanctuary Cove Gold Coast ,-27.8525626,153.3614532
"melbourne, australia",-37.8136276,144.9630576
brisbane | alex 🌷,-27.4697707,153.0251235
"Dalhousie University, Halifax",44.63658119999999,-63.59165549999999
"Central Coast, NSW",-33.3208415,151.2335592
"Berwick, Pennsylvania",41.0545292,-76.23326759999999
Logan,42.3656132,-71.0095602
Brazil,-14.235004,-51.92528
"Varsity Lakes, Queensland",-28.0893522,153.4124746
1774.0,,
"Darwin, Northern Territory",-12.4634403,130.8456418
New Orleans,29.95106579999999,-90.0715323
"Ndakinna, W8banaki Confederacy",43.0957167,-73.8416744
"Walthamstow, London. (Sialkot)",51.5901769,-0.0173437
Port Stephens NSW Australia,-32.7171397,152.1048638
Cleggan,53.556598,-10.1121917
"Ringwood, Melbourne",-37.8114,145.2306
"Miami, FL, USA",25.7616798,-80.1917902
SWFL,26.5509855,-81.8710352
1784.0,,
"Rooty Hill, Sydney",-33.771543,150.843922
God's country= The USofA   ,30.2024911,-98.9362654
"GC, Australia.",-28.016667,153.4
"Melbourne, England",52.8237454,-1.4285691
"Boston, MA & Kutaradja, Aceh",42.3600825,-71.0588801
Poole - London,51.51116,-0.140442
"Sacramento, CA",38.5815719,-121.4943996
Lesser City of Costerfield,-36.866095,144.7817187
Earth 2,34.1530581,-118.4603456
Murphys Creek,43.6936472,-92.9804521
"Riga, Latvia",56.9496487,24.1051865
"JOURNAL OF INDO-PACIFIC AFFAIRS 600 Chennault Circle, Building 1405, Room 143
Maxwell AFB, AL 36112-6026
 Tel (334) 953-7311 Fax (334) 953-1451",32.3852648,-86.3448483
Boondocks Western Australia,-31.9505269,115.8604572
Grampians,-37.2108819,142.3979571
Chicagoland,41.7435073,-88.0118473
" Melbourne, Sydney, Melbourne!",-37.6874118,144.9577383
"Oporto, Portugal",41.1579438,-8.629105299999999
"Frisco, TX",33.1506744,-96.82361159999999
1803.0,,
"New Brunswick, Canada",46.5653163,-66.46191639999999
1805.0,,
Adelaide South Australia ,-34.9284989,138.6007456
"Oak Grove, SC",33.9842995,-81.14718359999999
"Western Australia, Australia",-27.6728168,121.6283098
"Adelaide, Aust",-34.9284989,138.6007456
Wolverhampton / London UK,52.58754829999999,-2.1201221
"Rabbit Hole, Wonderland",34.2200233,-118.6086113
"Mackay, Queensland",-21.1424956,149.1821469
1813.0,,
"Noosaville, Sunshine Coast",-26.415,153.054
"East Midlands, England",52.9095885,-1.4658611
1816.0,,
Melbourne via Canberra,-37.8136276,144.9630576
brisbane ~ aus,-27.4697707,153.0251235
Manchester N.H.,42.9956397,-71.4547891
"Tunis, Tunisia ",36.8064948,10.1815316
Fukuoka 福岡  | Japan 日本,33.5901838,130.4016888
brisbane,-27.4697707,153.0251235
"Evanston, IL",42.0450722,-87.68769689999999
"Somewherein, Ohio",40.6603544,-82.55219459999999
#OKC🇺🇸 PA🇺🇸&Colombo-5🇱🇰,35.4675602,-97.5164276
Lihue,21.9811111,-159.3711111
1827.0,,
"Murdoch, Perth (WA)",-32.0665135,115.8358313
MN,46.729553,-94.6858998
1830.0,,
"Long County, GA",31.7755541,-81.8224362
1832.0,,
"Tampa Bay area, Florida",28.274347,-82.38857829999999
Wembley Downs ,-31.918,115.779
"St Kilda, Melbourne",-37.864,144.982
National Capital Region,38.8761634,-77.0337777
Bouvet Island,-54.4207915,3.3464497
"East Coast liberal, USA,Gold Coast, Qld, Australia",-28.016667,153.4
"Narellan Vale, Sydney",-34.0504,150.7483
"Fremantle, WA",-32.0569,115.7439
"Blue Mountains, NSW, Australia",-33.409983,150.3037323
"Victoria, BC",48.4284207,-123.3656444
Beijing,39.90419989999999,116.4073963
"Gardena (South Bay L.A.), CA",33.8883487,-118.3089624
"Chapel Hill, NC",35.9131996,-79.0558445
NC and FL,25.8529368,-81.3888659
Melaka,2.194418,102.249063
1848.0,,
"Orange, NJ, USA",40.7706187,-74.2326478
Olde Sydey Towne,-33.4227166,151.2755199
1851.0,,
"Houston,Texas",29.7604267,-95.3698028
"Exeter (NSW), New South Wales",-34.616667,150.316667
"California, Malibu",34.0259216,-118.7797571
"Cape Canaveral, FL",28.3922182,-80.60771319999999
1856.0,,
"Memphis, Tennessee",35.1495343,-90.0489801
"Colombier (NE), Suisse",46.9668714,6.8589727
Melbourne & Sydney (at times),-37.8136276,144.9630576
1860.0,,
Northern Beaches Sydney Aust.,-33.8122517,151.2895384
Mother Earth,39.0632224,-94.5813494
1863.0,,
Arizona,34.0489281,-111.0937311
"New Mexico, USA",34.5199402,-105.8700901
D.C. by way of Fremontistan,38.9071923,-77.0368707
wollongong / Corrimal,-34.366667,150.891667
1868.0,,
1869.0,,
1870.0,,
"Mornington, Melbourne",-38.228,145.062
Indonesia ,-0.789275,113.921327
"Shakopee, MN",44.7973962,-93.5272861
Australian/Native to Scotland,56.49067119999999,-4.2026458
"Conway, AR",35.0886963,-92.4421011
"Kurdistan, Europe",36.4103395,44.38719529999999
perth,-31.9505269,115.8604572
The Sixth Borough,25.80923,-80.22367299999999
Pepe!,35.2118534,-97.4438559
"Ottawa, Ontario, Canada",45.4215296,-75.69719309999999
"West Wick, UK",51.35243759999999,-2.9029483
"Here, There and Everywhere",40.774716,-74.69492900000002
"Casey Key, Fl  Milan, Italy",27.1527816,-82.48246089999999
"Seattle, Washington",47.6062095,-122.3320708
USA USA USA ,37.09024,-95.712891
1886.0,,
"Riverstone, Sydney",-33.6819,150.8594
New South Wales,-31.2532183,146.921099
Marina del Rey,33.9802893,-118.4517449
1890.0,,
Taree,-31.8894897,152.4444453
1892.0,,
Temple of MUT,25.7116538,32.6552152
"London's E3 (via Norfolk,Hull)",51.5073509,-0.1277583
"Brighton, England",50.82253000000001,-0.137163
Middle Earth,33.6446621,-117.8370968
"Winter Park, FL",28.5999998,-81.33923519999999
"NY, USA",40.7127753,-74.0059728
1899.0,,
"Redfern, Sydney",-33.89333999999999,151.20461
1901.0,,
mytperth,-31.9505269,115.8604572
"Raleigh, NC",35.7795897,-78.6381787
"Upper Kedron, Brisbane",-27.418889,152.918889
gold coast,-28.016667,153.4
"Llanelli, Wales, UK",51.680886,-4.160248
est. England | Hab. Hong Kong,52.3555177,-1.1743197
"Newcastle Upon Tyne, England",54.978252,-1.61778
Minneapolis,44.977753,-93.2650108
1910.0,,
perth australia,-31.9505269,115.8604572
1912.0,,
Ocean Grove - Barwon Heads,-38.2739835,144.4862111
SW UK.,50.77721349999999,-3.999461
Queensland Au.,-20.9175738,142.7027956
1916.0,,
Victor Harbor South Australia,-35.55,138.616667
"Moonta Bay, South Australia",-34.05,137.566667
"Illinois, USA",40.6331249,-89.3985283
"Bangor, Maine",44.8016128,-68.7712257
Cyberspace,41.680175,-88.208321
"Capital Hill, Canberra, Australia",-35.3081,149.1244
Central Coast NSW,-33.3208415,151.2335592
"Sydney, AU",-33.8688197,151.2092955
"Tipperary, Ireland.",52.47378940000001,-8.1618514
"Bristol, England",51.454513,-2.58791
"Western Sydney, where dragons are",-33.8688197,151.2092955
"Delhi, India",28.7040592,77.10249019999999
Wellington,-41.2864603,174.776236
"South Pasadena, CA",34.1161196,-118.1503488
"Spanish Springs, NV",39.649077,-119.7074096
"Woodbridge, VA USA",38.6581722,-77.2497049
Metro St. Louis - Eastside(IL),38.6003946,-90.1288932
1934.0,,
Ringwood,41.1134289,-74.2454254
Unceded Algonquin Territory,45.8341161,-77.1377741
East Timor,-8.874217,125.727539
"Hokitika, New Zealand",-42.7173686,170.9665427
On top of the world,29.0811449,-82.2595415
Central Coast NSW Australia,-33.3208415,151.2335592
Singapore HQ + 100 locations,1.440348,103.840661
Adelaide Plains Council,-34.4471534,138.4387577
Hobart,37.6055325,-97.32220679999999
"dauphin,manitoba",51.1500374,-100.0497004
"Co.Cork, Ireland",51.994206,-8.7285446
"Waitaki District, New Zealand",-44.9873854,170.6015009
Picking berries in the woods.,41.4343377,-93.5150081
Mostly London,51.5073509,-0.1277583
Southern Tablelands NSW,-34.8852296,149.4720904
1950.0,,
"Vienna, Austria",48.2081743,16.3738189
"orlando, florida",28.5383355,-81.3792365
THE MOON,30.4355884,-84.2658134
"New Hampshire, USA",43.1938516,-71.5723953
ประเทศไทย,15.870032,100.992541
"Mount Eliza, Melbourne",-38.189,145.092
Lake Tahoe CA/NV,39.0968493,-120.0323507
"San Francisco, CA/Sparks, NV",37.7749295,-122.4194155
1959.0,,
Newcastle NSW,-32.9282712,151.7816802
1961.0,,
coronado ca,32.6858853,-117.1830891
England,52.3555177,-1.1743197
ill,38.6148755,-90.20775619999999
Somewhere ,36.0404924,-95.9618958
"gurgaon, India",28.4594965,77.0266383
"Naarm, Wurundjeri land",17.3134273,78.4122459
"Browns Mills, NJ",39.9726147,-74.58293309999999
"Hawaii, USA/ Sydney, Australia",19.8967662,-155.5827818
"Sydney,Australia",-33.8688197,151.2092955
"Lower Hutt City, New Zealand",-41.2091655,174.9080557
1972.0,,
"Southwick, MA",42.0548167,-72.7703724
North East Victoria,-37.4713077,144.7851531
البحرين,26.0667,50.5577
"The seaside, Queensland",-26.8222854,153.119897
Austin,30.267153,-97.7430608
Nomadic,33.5386958,-112.1834537
"Huddersfield, England",53.645792,-1.7850351
°noor | h&l,34.1456107,-118.1451522
mornington victoria Australia,-38.228,145.062
"Hainesville, IL",42.3450219,-88.06785800000002
Dongawood Australia,-33.421407,149.5792772
Limbo,38.24909239999999,-85.7583459
"Alice Springs, NT",-23.698042,133.8807471
"Rose Bay, Sydney",-33.8754209,151.265623
"Manchester, England",53.4807593,-2.2426305
Timbuktu,16.7665887,-3.0025615
"East Lansing, MI",42.7369792,-84.48386540000001
Yorkshire,35.957245,-95.408435
1991.0,,
Brisvegas,-27.575834,152.960501
"Sydney,NZ,HK,Monaco,Palma,NY",-33.8688197,151.2092955
Nth Plympton 5037,-34.9575,138.550278
"Perth WA
",-31.9505269,115.8604572
1996.0,,
"Ontario, Canada Negril, Jamaica",51.253775,-85.323214
Not in District 12,42.3848078,-88.24005249999999
brussels,50.8503463,4.3517211
2000.0,,
"Naugatuck, CT",41.485921,-73.0506972
2002.0,,
2003.0,,
2004.0,,
2005.0,,
"Sintra, Portugal",38.8029127,-9.3816495
QLD Australia,-20.9175738,142.7027956
Boise ID on Planet Earth,43.6150186,-116.2023137
"Newdegate, Western Australia",-33.0944884,119.021882
Kogarah's Jubilee Oval,-33.9717256,151.1284994
666,37.5360459,-77.317731
"Tennessee, USA",35.5174913,-86.5804473
"Valencia, Spain",39.4699075,-0.3762881
LA/NYC,40.7484405,-73.98566439999999
Texas | France,31.9685988,-99.9018131
2016.0,,
"Toronto via Brisbane, Aus",43.67771760000001,-79.6248197
"Milton Keynes, England",52.0406224,-0.7594171
Footscray,-37.798,144.899
Paradise,39.7596061,-121.6219177
"Toledo, Ohio",41.6528052,-83.5378674
"Keiraville, Wollongong",-34.4072659,150.8754745
Aotearoa - New Zealand,-40.900557,174.885971
2024.0,,
"Bovey, MN",47.2955444,-93.4159162
"Springfield, OH",39.9242266,-83.8088171
2027.0,,
townsville australia,-19.2589635,146.8169483
"Reggio Emilia, Italy",44.6989932,10.6296859
"Cairns, QLD",-16.9185514,145.7780548
españa/ new ham,51.5255162,0.0352163
2032.0,,
World Wide,36.351186,-96.0055787
"Wassenaar, The Netherlands",52.1429096,4.4012129
"Coober Pedy, South Australia",-29.0138504,134.753253
"Where the food is, Australia",39.5944915,-104.8063225
Melbourne VIC AU,-37.8136276,144.9630576
2038.0,,
"Werribee, Melbourne",-37.9,144.664
"Sterling, VA",39.0066993,-77.4291298
"Bristol, CT",41.67176480000001,-72.9492703
"Brisbane, Qld",-27.4697707,153.0251235
2043.0,,
Leicestershire England,52.772571,-1.2052126
"Stuttgart, Germany",48.7758459,9.1829321
"Isola d’Ischia, Italia ",40.7270164,13.9028656
"Apex, NC",35.732652,-78.85028559999999
The Midlands,38.9318623,-77.02328630000001
"melbourne, australia.",-37.8136276,144.9630576
"Middlebury, VT, USA",44.0153371,-73.16734
"Vermont, USA",44.5588028,-72.57784149999999
West Virginia,38.5976262,-80.4549026
Rancho Cucamonga,34.10639889999999,-117.5931084
"Down on the farm in Estill County, Kentucky",37.698983,-83.994721
"Moyston, Victoria, Australia.",-37.3171971,142.7587443
2056.0,,
"Bradford, England",53.795984,-1.759398
"Texas, USA 🇺🇸",31.9685988,-99.9018131
Home of the Brave Great Lakes,45.0522366,-82.4846115
2060.0,,
A land down under,40.9451554,-73.06749769999999
memory lane. melbourne,35.4790555,-97.1692614
2063.0,,
Melbourne Victoria,-37.8136276,144.9630576
NSW North Coast,-29.2758152,153.0147578
www.milopkl.com,21.762301,72.146836
"Beijing, China",39.90419989999999,116.4073963
"Redwood City, CA",37.48521520000001,-122.2363548
"Exeter, England",50.718412,-3.533899
Australia :: International,-35.3052327,149.1933934
2071.0,,
Dallas,32.7766642,-96.79698789999999
2073.0,,
Clownworld,41.908004,-86.30861
Dunedin New Zealand,-45.8787605,170.5027976
"Tumbarumba, New South Wales",-35.7694861,148.0057003
Not Abbeywood,33.5738942,-117.7112068
"Mianjin (Brisbane), Queensland",-27.4711627,153.0181129
Iowa City,41.6611277,-91.5301683
"Las Vegas, Nevada",36.1699412,-115.1398296
"North Wales, UK",53.0711149,-3.8080783
Djadjawurung Land,-36.7525876,144.3186317
2083.0,,
North East,36.6611264,-95.11855
"Swansea, Wales",51.62144,-3.943645999999999
Brighton UK,50.82253000000001,-0.137163
"Aberdeen, Scotland",57.149717,-2.094278
Evesham,39.8522951,-74.88579890000001
Perth WA,-31.9505269,115.8604572
"Odessa, TX",31.8456816,-102.3676431
"Troy, MI",42.6064095,-83.1497751
"Westchester County, NY",41.1220194,-73.7948516
2093.0,,
Alberta CA,53.9332706,-116.5765035
in my own little world,35.4915705,-94.22102369999999
Lag,33.834044,-117.916482
2097.0,,
"Christchurch City, New Zealand",-43.5320544,172.6362254
Greater Vancouver,49.2501243,-123.0824217
2100.0,,
Leeds,53.8007554,-1.5490774
EARTH.,37.2321077,-95.7243335
"Brookhaven, GA",33.8651033,-84.3365917
"Winchester, England",51.059771,-1.310142
"Santa Monica, CA (via LI, NY)",34.0194543,-118.4911912
All over,45.021736,-93.4884099
"Lower Blue Mountains, NSW",-33.409983,150.3037323
2108.0,,
"Venice Beach, Los Angeles     ",33.9850469,-118.4694832
Bedfordshire,52.0627394,-0.5292091
"Bedford, UK ",52.1386394,-0.4667782
Southend on Sea,51.5459269,0.7077123
2113.0,,
West Michigan,44.3148443,-85.60236429999999
"Ballarat, Victoria",-37.5621587,143.8502556
"ÜT: 34.240436,-119.25722",30.2849185,-97.7340567
Kirkby liverpool,53.48121,-2.891012
"Puglia, Italia",40.7928393,17.1011931
"Middlesbrough, England",54.574227,-1.234956
2120.0,,
"Fleetwood, England",53.916661,-3.035673
Kansas City Area,38.97887,-94.645035
"Lewes, Sussex",50.87387200000001,0.00878
"Pontypridd, Wales",51.60077399999999,-3.342314
2125.0,,
england•she/her,52.3555177,-1.1743197
2127.0,,
"zamboanga city ,philippines",6.9214424,122.0790267
"Frankfurt, Germany",50.1109221,8.6821267
2130.0,,
2131.0,,
"Colchester, England",51.895927,0.8918740000000001
2133.0,,
2134.0,,
"Petone, New Zealand",-41.2270384,174.8851015
"Croydon, London",51.376165,-0.098234
2137.0,,
"#Bellingham, #Washington",48.7519112,-122.4786854
"mid- Wales, United Kingdom",52.6314089,-3.1498575
Bluevalley,38.8321249,-94.6657027
"In Internet Hell, Paris Also",48.856614,2.3522219
Swag City,34.6798897,-79.1944003
Born in UK Lives in Sydney NSW,-33.8688197,151.2092955
down under,41.2525316,-95.9648076
blm,40.7652372,-111.9036082
"melbourne, Australia",-37.8136276,144.9630576
Baltimore,39.2903848,-76.6121893
Montana,46.8796822,-110.3625658
West London,51.5073509,-0.1277583
Around the Tampa Bay Area,28.0275627,-82.6587603
"hanover, germany",52.3758916,9.732010400000002
Volgograd,48.708048,44.5133035
2153.0,,
her/she | INFJ | scorpio,35.233585,-80.879081
"Whittier, CA",33.9791793,-118.032844
"Waterford, Ireland ",52.2593197,-7.1100702
2157.0,,
2158.0,,
Erewhon,34.074977,-118.3568447
"Phoenix, AZ",33.4483771,-112.0740373
Israel & USA,32.065161,34.776832
Machynleth,52.590273,-3.853485
"Czersk, Polska",53.79509359999999,17.9763976
2164.0,,
Temiskaming  Ontario Canada,47.8308027,-80.3194903
2166.0,,
"Geelong & Melbourne, Australia",-38.1499181,144.3617186
"Burnaby, British Columbia",49.2488091,-122.9805104
2169.0,,
2170.0,,
"North Canberra, Australia",-35.2809368,149.1300092
Hampshire,51.05769480000001,-1.3080629
London / Pitch side @Arsenal,51.5073509,-0.1277583
2174.0,,
"Melbourne, Wurundjeri land",-37.8025757,145.0044112
"Orem, Utah",40.2968979,-111.6946475
karachi,24.8607343,67.0011364
Wollongong,-34.4278121,150.8930607
"Port Adelaide, Australia",-34.846,138.503
Illinois,40.6331249,-89.3985283
North Worcestershire,52.2545225,-2.2668382
Mexico City,19.4326077,-99.133208
"South Dennis, MA ",41.7020781,-70.1515342
"Cork City, Republic Of Ireland",51.8985143,-8.4756035
"Opinionated, more conservative as I grew older. Special interests: Brexit, UK politics, Hong Kong, China, South East Asia.",34.047863,100.6196553
Australia - New Zealand,-33.86512940000001,151.2078883
"Adelaide, SA",-34.9284989,138.6007456
2188.0,,
kuala lumpur,3.139003,101.686855
"Aurora, CO",39.7294319,-104.8319195
"Jerusalem/Washington, D.C.",38.9091697,-77.05496219999999
"Kingston, Ont.",44.2311717,-76.4859544
2193.0,,
East End Long Island NY,40.924616,-72.35479149999999
2195.0,,
2196.0,,
Rome,41.9027835,12.4963655
wondunna,-25.3198966,152.8588185
"Winder, GA",33.9926097,-83.7201709
London I Brighton I Daydream,51.5073509,-0.1277583
Between Gabriela's 💟 💍& DC,40.7912788,-73.96907999999999
Dilfland,51.9542011,4.2883099
uk,55.378051,-3.435973
"Shropshire, UK",52.7063657,-2.7417849
2205.0,,
tired,36.1645343,-95.9708819
Amsterdam,52.3679843,4.9035614
"Kemi, Suomi",65.73556789999999,24.5657426
somewhere over the rainbow,41.8019705,-89.68117989999999
"Burbank, CA",34.1808392,-118.3089661
2211.0,,
Rural New Zealand,-36.3301625,174.7748175
"Southampton, England",50.90970040000001,-1.4043509
"Ile-de-France, France",48.8499198,2.6370411
Somerset,42.56285560000001,-83.1841251
"Cape Town, South Africa",-33.9248685,18.4240553
Point Roberts WA,48.9883827,-123.0568693
America's Mid-Pacific Frontier,37.09024,-95.712891
Lahore,31.5203696,74.35874729999999
Sydney NSW Australia,-33.8688197,151.2092955
"Bend, Oregon",44.0581728,-121.3153096
"Skåne, Sweden",55.99025719999999,13.5957692
"Abingdon, UK",51.67078,-1.2879529
"Melbourne, Victoria, Aus",-37.8136276,144.9630576
"Arena, London, SE25. ",51.3935487,-0.06062389999999999
2226.0,,
Red Hills,30.449689,-84.2274654
stockholm,59.32932349999999,18.0685808
West Texas,31.8023831,-97.0916692
"York, England",53.95996510000001,-1.0872979
Pittsburgh,40.44062479999999,-79.9958864
"Maryborough (Qld), Queensland",-25.5232627,152.6970636
"Derby, UK",52.9225301,-1.4746186
"Cleveland, OH/ Sunnyvale, CA",41.49932,-81.6943605
"Manchester, United Kingdom",53.4807593,-2.2426305
"Heaton, Newcastle upon Tyne",54.9853496,-1.5815336
"Gloucester, UK",51.8642449,-2.238156
"Cornwall, England",50.26604709999999,-5.0527125
"In a galaxy far, far away",28.3575294,-81.55827140000001
Devonport,-41.1770585,146.3451775
"Grand Ledge, Michigan  USA",42.7533685,-84.7463757
2242.0,,
liverpool / bangor,53.4083714,-2.9915726
In your dreams,35.2188537,-97.4721067
The mystical land of England,52.3555177,-1.1743197
"Clamart, France",48.799815,2.257289
"Nelson, New Zealand",-41.2706319,173.2839653
London (fact) Helsinki (wish),51.5073509,-0.1277583
"Pōneke, Aotearoa",-41.2864603,174.776236
2250.0,,
"Pilsen, Czechia",49.7384314,13.3736371
"Waterford, Ireland",52.2593197,-7.1100702
northamptonshire,52.27299439999999,-0.8755514999999999
Chicago ,41.8781136,-87.6297982
"Kota Surabaya, Jawa Timur",-7.2574719,112.7520883
Faroe Islands,61.89263500000001,-6.9118061
"Byron Bay, Australia",-28.6473671,153.601977
2258.0,,
"Groningen, The Netherlands",53.2193835,6.5665017
"Under the bridge, Local Creek.",35.9937473,-96.13656019999999
Moonta Bay SA,-34.05,137.566667
"Logroño, España",42.4627195,-2.4449852
"Irchester, England",52.278228,-0.655462
Manchester,53.4807593,-2.2426305
2265.0,,
Valley City Ohio,41.2376644,-81.9312715
2267.0,,
Croydon,51.376165,-0.098234
South London,51.5073509,-0.1277583
"Islamic Relief UK, Waterloo",51.5004534,-0.1132155
"Honolulu, HI",21.3069444,-157.8583333
2272.0,,
"Leicester, England",52.6368778,-1.1397592
"Birmingham,UK.",52.48624299999999,-1.890401
Washington DC (美國首都華盛頓),38.9071923,-77.0368707
" Finfinnee, Oromia, Africa",8.9806034,38.7577605
"Miami, Florida",25.7616798,-80.1917902
2278.0,,
"Babylon, NY",40.71071269999999,-73.36731689999999
"Gartly, Scotland",57.382206,-2.802474
2281.0,,
"NJ, USA and Melbourne, AUS",40.0583238,-74.4056612
"London, Nice and s/y Archangel",51.5073509,-0.1277583
"Essex, UK",51.57424469999999,0.4856781
Fiji,-17.713371,178.065032
"New Delhi, Delhi",28.6139391,77.2090212
Blackpool (Spiritual Home),53.8175053,-3.0356748
Antarctica,-82.862752,135.0
     NYC - SYD - TOKYO - DUBAI,40.7127753,-74.0059728
The Black Lagoon,47.4608941,-122.3363982
Free Commonwealth of Arizona,33.2770689,-111.784465
"Virginia Beach, VA",36.8529263,-75.97798499999999
CITOYEN DU MONDE,45.5718317,-73.5443373
2294.0,,
Bint Jbeil,33.1205225,35.4335554
"Clichy, France",48.904526,2.304768
From the River to the Sea!,36.52502020000001,-121.8445295
Plaza Hotel,40.7644691,-73.9744877
2299.0,,
2300.0,,
"Cleveland, OH",41.49932,-81.6943605
"Bendigo, Victoria",-36.7570157,144.2793906
2303.0,,
Palestinian Refugee Camps,33.6675091,-117.7551039
She/Her,26.508671,-80.08106599999999
"Berlin, Germany",52.52000659999999,13.404954
"Norwich, UK",52.6308859,1.297355
sydney austraila,-33.8688197,151.2092955
"Colorado, USA",39.5500507,-105.7820674
"Stratford, London",51.5471806,-0.0081304
"Christchurch, NZ",-43.5320544,172.6362254
"Puerto Rico, USA",18.0117807,-66.6134129
byron bay hinterland...hehe..,-28.6473671,153.601977
"South Wales, United Kingdom",51.6858341,-3.3821421
2315.0,,
"Unceded Haudenosaunee, Miami, Potawatomi land",25.7616798,-80.1917902
"Quito, Ecuador",-0.1806532,-78.4678382
